CustomerCode,CustomerName,MarketCode,Address,Email,ParentCustomerCode,CustomerStatus,CustomerAdditionalDetails,BatchRefreshDate,BatchID,FileDate,IsActive
0010014374,CustomerName0010014374,BNA,CustomerName0010014374,CustomerName0010014374,0191719,,,2020-03-07T03:33:32.753Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0051464,CustomerName0051464,BNA,CustomerName0051464,CustomerName0051464,0051464,,,2020-03-07T03:33:32.498Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0089931,CustomerName0089931,BNA,CustomerName0089931,CustomerName0089931,0089931,,,2020-03-07T03:33:32.530Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0143075,CustomerName0143075,BNA,CustomerName0143075,CustomerName0143075,0143075,,,2020-03-07T03:33:32.612Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0177032,CustomerName0177032,BNA,CustomerName0177032,CustomerName0177032,0177032,,,2020-03-07T03:33:32.659Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0179922,CustomerName0179922,BNA,CustomerName0179922,CustomerName0179922,0179922,,,2020-03-07T03:33:32.675Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0183387,CustomerName0183387,BNA,CustomerName0183387,CustomerName0183387,0183387,,,2019-11-09T10:49:23.352Z,20190618010604.IF001.FULL.CUST01D.dat,20190618010604,Y
0184935,CustomerName0184935,BNA,CustomerName0184935,CustomerName0184935,0184935,,,2019-11-29T12:03:47.283Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0191450,CustomerName0191450,BNA,CustomerName0191450,CustomerName0191450,0191450,,,2020-03-07T03:33:32.709Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
A-10004151,CustomerNameA-10004151,BNA,CustomerNameA-10004151,CustomerNameA-10004151,0085335,,,2020-03-07T03:33:32.768Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-205513,CustomerNameA-205513,BNA,CustomerNameA-205513,CustomerNameA-205513,0012593,,,2020-03-07T03:33:32.793Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-004740,CustomerNameCUR-004740,BNA,CustomerNameCUR-004740,CustomerNameCUR-004740,0075810,,,2020-03-07T03:33:32.812Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-028401,CustomerNameCUR-028401,BNA,CustomerNameCUR-028401,CustomerNameCUR-028401,0114495,,,2020-03-07T03:33:32.840Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-029743,CustomerNameCUR-029743,BNA,CustomerNameCUR-029743,CustomerNameCUR-029743,0004861,,,2020-03-07T03:33:32.844Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-031137,CustomerNameCUR-031137,BNA,CustomerNameCUR-031137,CustomerNameCUR-031137,0146558,,,2020-03-07T03:33:32.847Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-033865,CustomerNameCUR-033865,BNA,CustomerNameCUR-033865,CustomerNameCUR-033865,0177418,,,2019-11-29T12:03:47.488Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-034099,CustomerNameCUR-034099,BNA,CustomerNameCUR-034099,CustomerNameCUR-034099,0114261,,,2020-03-07T03:33:32.862Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
P1010,CustomerNameP1010,BNA,CustomerNameP1010,CustomerNameP1010,0026001,,,2020-03-07T03:33:32.870Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1092286,CustomerNamePPD1092286,BNA,CustomerNamePPD1092286,CustomerNamePPD1092286,0009229,,,2020-03-07T03:33:32.872Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD7136030,CustomerNamePPD7136030,BNA,CustomerNamePPD7136030,CustomerNamePPD7136030,0163527,,,2020-03-07T03:33:32.900Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD7138920,CustomerNamePPD7138920,BNA,CustomerNamePPD7138920,CustomerNamePPD7138920,0043658,,,2020-03-07T03:33:32.902Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD7143320,CustomerNamePPD7143320,BNA,CustomerNamePPD7143320,CustomerNamePPD7143320,0180924,,,2020-03-07T03:33:32.908Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0006258,CustomerName0006258,BNA,CustomerName0006258,CustomerName0006258,0006258,,,2020-03-07T03:33:32.425Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0010000677,CustomerName0010000677,BNA,CustomerName0010000677,CustomerName0010000677,0025595,,,2020-03-07T03:33:32.443Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000721,CustomerName0010000721,BNA,CustomerName0010000721,CustomerName0010000721,0015226,,,2020-03-07T03:33:32.445Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002792,CustomerName0010002792,BNA,CustomerName0010002792,CustomerName0010002792,0023561,,,2020-03-07T03:33:32.542Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003070,CustomerName0010003070,BNA,CustomerName0010003070,CustomerName0010003070,0025595,,,2020-03-07T03:33:32.557Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003232,CustomerName0010003232,BNA,CustomerName0010003232,CustomerName0010003232,0058124,,,2020-03-07T03:33:32.563Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003683,CustomerName0010003683,BNA,CustomerName0010003683,CustomerName0010003683,0174054,,,2020-03-07T03:33:32.605Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003845,CustomerName0010003845,BNA,CustomerName0010003845,CustomerName0010003845,0060177,,,2020-03-07T03:33:32.619Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004079,CustomerName0010004079,BNA,CustomerName0010004079,CustomerName0010004079,0143682,,,2020-03-07T03:33:32.636Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004123,CustomerName0010004123,BNA,CustomerName0010004123,CustomerName0010004123,0032616,,,2020-03-07T03:33:32.639Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004574,CustomerName0010004574,BNA,CustomerName0010004574,CustomerName0010004574,0102523,,,2020-03-07T03:33:32.669Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004736,CustomerName0010004736,BNA,CustomerName0010004736,CustomerName0010004736,0135309,,,2020-03-07T03:33:32.675Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010005465,CustomerName0010005465,BNA,CustomerName0010005465,CustomerName0010005465,0174343,,,2020-03-07T03:33:32.702Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010013484,CustomerName0010013484,BNA,CustomerName0010013484,CustomerName0010013484,0184407,,,2020-03-07T03:33:32.729Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0120350,CustomerName0120350,BNA,CustomerName0120350,CustomerName0120350,0120350,,,2020-03-07T03:33:32.560Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0135390,CustomerName0135390,BNA,CustomerName0135390,CustomerName0135390,0135390,,,2020-03-07T03:33:32.588Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0145353,CustomerName0145353,BNA,CustomerName0145353,CustomerName0145353,0145353,,,2020-03-07T03:33:32.627Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0146082,CustomerName0146082,BNA,CustomerName0146082,CustomerName0146082,0146082,,,2020-03-07T03:33:32.629Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0173587,CustomerName0173587,BNA,CustomerName0173587,CustomerName0173587,0173587,,,2020-03-07T03:33:32.643Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0173631,CustomerName0173631,BNA,CustomerName0173631,CustomerName0173631,0173631,,,2020-03-07T03:33:32.643Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0175864,CustomerName0175864,BNA,CustomerName0175864,CustomerName0175864,0175864,,,2019-11-29T12:03:47.242Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0177646,CustomerName0177646,BNA,CustomerName0177646,CustomerName0177646,0177646,,,2020-03-07T03:33:32.664Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0189562,CustomerName0189562,BNA,CustomerName0189562,CustomerName0189562,0189562,,,2020-03-07T03:33:32.705Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0192009,CustomerName0192009,BNA,CustomerName0192009,CustomerName0192009,0192009,,,2020-03-07T03:33:32.713Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
CUR-008099,CustomerNameCUR-008099,BNA,CustomerNameCUR-008099,CustomerNameCUR-008099,0014811,,,2020-03-07T03:33:32.815Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-019286,CustomerNameCUR-019286,BNA,CustomerNameCUR-019286,CustomerNameCUR-019286,0004861,,,2019-11-29T12:03:47.453Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-021832,CustomerNameCUR-021832,BNA,CustomerNameCUR-021832,CustomerNameCUR-021832,0122870,,,2019-11-29T12:03:47.455Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-033253,CustomerNameCUR-033253,BNA,CustomerNameCUR-033253,CustomerNameCUR-033253,0025305,,,2020-03-07T03:33:32.854Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-033253,CustomerNameCUR-033253,BNA,CustomerNameCUR-033253,CustomerNameCUR-033253,0025305,,,2019-11-09T10:49:23.505Z,20190618010604.IF003.FULL.CUST01D.dat,20190618010604,N
CUR-034144,CustomerNameCUR-034144,BNA,CustomerNameCUR-034144,CustomerNameCUR-034144,0178405,,,2020-03-07T03:33:32.862Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1074016,CustomerNamePPD1074016,BNA,CustomerNamePPD1074016,CustomerNamePPD1074016,0007402,,,2020-03-07T03:33:32.872Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1279947,CustomerNamePPD1279947,BNA,CustomerNamePPD1279947,CustomerNamePPD1279947,0027995,,,2020-03-07T03:33:32.874Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1284509,CustomerNamePPD1284509,BNA,CustomerNamePPD1284509,CustomerNamePPD1284509,0174491,,,2020-03-07T03:33:32.874Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1449966,CustomerNamePPD1449966,BNA,CustomerNamePPD1449966,CustomerNamePPD1449966,0090984,,,2020-03-07T03:33:32.875Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1611127,CustomerNamePPD1611127,BNA,CustomerNamePPD1611127,CustomerNamePPD1611127,0061113,,,2020-03-07T03:33:32.876Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002793,CustomerName0010002793,BNA,CustomerName0010002793,CustomerName0010002793,0148044,,,2020-03-07T03:33:32.543Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003233,CustomerName0010003233,BNA,CustomerName0010003233,CustomerName0010003233,0058124,,,2020-03-07T03:33:32.563Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003846,CustomerName0010003846,BNA,CustomerName0010003846,CustomerName0010003846,0060177,,,2020-03-07T03:33:32.619Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004737,CustomerName0010004737,BNA,CustomerName0010004737,CustomerName0010004737,0012780,,,2020-03-07T03:33:32.675Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010005466,CustomerName0010005466,BNA,CustomerName0010005466,CustomerName0010005466,0043658,,,2020-03-07T03:33:32.702Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010005510,CustomerName0010005510,BNA,CustomerName0010005510,CustomerName0010005510,0143454,,,2020-03-07T03:33:32.704Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010013647,CustomerName0010013647,BNA,CustomerName0010013647,CustomerName0010013647,0184672,,,2020-03-07T03:33:32.731Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010014420,CustomerName0010014420,BNA,CustomerName0010014420,CustomerName0010014420,0023561,,,2020-03-07T03:33:32.754Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0157432,CustomerName0157432,BNA,CustomerName0157432,CustomerName0157432,0157432,,,2019-11-29T12:03:47.224Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0175252,CustomerName0175252,BNA,CustomerName0175252,CustomerName0175252,0175252,,,2020-03-07T03:33:32.649Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0176143,CustomerName0176143,BNA,CustomerName0176143,CustomerName0176143,0176143,,,2020-03-07T03:33:32.651Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
A-10003262,CustomerNameA-10003262,BNA,CustomerNameA-10003262,CustomerNameA-10003262,0135720,,,2020-03-07T03:33:32.766Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-16540,CustomerNameA-16540,BNA,CustomerNameA-16540,CustomerNameA-16540,0005173,,,2020-03-07T03:33:32.776Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-205353,CustomerNameA-205353,BNA,CustomerNameA-205353,CustomerNameA-205353,0145959,,,2020-03-07T03:33:32.792Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-000845,CustomerNameCUR-000845,BNA,CustomerNameCUR-000845,CustomerNameCUR-000845,0058090,,,2020-03-07T03:33:32.809Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-004742,CustomerNameCUR-004742,BNA,CustomerNameCUR-004742,CustomerNameCUR-004742,0133659,,,2020-03-07T03:33:32.812Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-008919,CustomerNameCUR-008919,BNA,CustomerNameCUR-008919,CustomerNameCUR-008919,0011403,,,2020-03-07T03:33:32.816Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-019287,CustomerNameCUR-019287,BNA,CustomerNameCUR-019287,CustomerNameCUR-019287,0004861,,,2020-03-07T03:33:32.829Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-028692,CustomerNameCUR-028692,BNA,CustomerNameCUR-028692,CustomerNameCUR-028692,0129088,,,2019-11-29T12:03:47.470Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-028854,CustomerNameCUR-028854,BNA,CustomerNameCUR-028854,CustomerNameCUR-028854,0122875,,,2020-03-07T03:33:32.841Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-033254,CustomerNameCUR-033254,BNA,CustomerNameCUR-033254,CustomerNameCUR-033254,0146331,,,2020-03-07T03:33:32.854Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-033867,CustomerNameCUR-033867,BNA,CustomerNameCUR-033867,CustomerNameCUR-033867,0140492,,,2020-03-07T03:33:32.859Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-034145,CustomerNameCUR-034145,BNA,CustomerNameCUR-034145,CustomerNameCUR-034145,0129088,,,2020-03-07T03:33:32.862Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1163612,CustomerNamePPD1163612,BNA,CustomerNamePPD1163612,CustomerNamePPD1163612,0016167,,,2020-03-07T03:33:32.873Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000679,CustomerName0010000679,BNA,CustomerName0010000679,CustomerName0010000679,0139516,,,2020-03-07T03:33:32.443Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000723,CustomerName0010000723,BNA,CustomerName0010000723,CustomerName0010000723,0075810,,,2020-03-07T03:33:32.445Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002181,CustomerName0010002181,BNA,CustomerName0010002181,CustomerName0010002181,0114495,,,2020-03-07T03:33:32.477Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002956,CustomerName0010002956,BNA,CustomerName0010002956,CustomerName0010002956,0045221,,,2020-03-07T03:33:32.551Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003685,CustomerName0010003685,BNA,CustomerName0010003685,CustomerName0010003685,0050183,,,2020-03-07T03:33:32.606Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004125,CustomerName0010004125,BNA,CustomerName0010004125,CustomerName0010004125,0146960,,,2020-03-07T03:33:32.639Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004576,CustomerName0010004576,BNA,CustomerName0010004576,CustomerName0010004576,0000173,,,2019-11-29T12:03:47.231Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
0010005016,CustomerName0010005016,BNA,CustomerName0010005016,CustomerName0010005016,0052528,,,2020-03-07T03:33:32.690Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010005467,CustomerName0010005467,BNA,CustomerName0010005467,CustomerName0010005467,0180158,,,2020-03-07T03:33:32.702Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010426,CustomerName0010426,BNA,CustomerName0010426,CustomerName0010426,0010426,,,2020-03-07T03:33:32.432Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0044672,CustomerName0044672,BNA,CustomerName0044672,CustomerName0044672,0044672,,,2020-03-07T03:33:32.486Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0083309,CustomerName0083309,BNA,CustomerName0083309,CustomerName0083309,0083309,,,2020-03-07T03:33:32.524Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0141458,CustomerName0141458,BNA,CustomerName0141458,CustomerName0141458,0141458,,,2020-03-07T03:33:32.603Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0148479,CustomerName0148479,BNA,CustomerName0148479,CustomerName0148479,0148479,,,2020-03-07T03:33:32.635Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0175253,CustomerName0175253,BNA,CustomerName0175253,CustomerName0175253,0175253,,,2020-03-07T03:33:32.649Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0181157,CustomerName0181157,BNA,CustomerName0181157,CustomerName0181157,0181157,,,2020-03-07T03:33:32.693Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0191615,CustomerName0191615,BNA,CustomerName0191615,CustomerName0191615,0191615,,,2020-03-07T03:33:32.709Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0192795,CustomerName0192795,BNA,CustomerName0192795,CustomerName0192795,0192795,,,2020-03-07T03:33:32.715Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
A-10004811,CustomerNameA-10004811,BNA,CustomerNameA-10004811,CustomerNameA-10004811,0051431,,,2020-03-07T03:33:32.769Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-10005658,CustomerNameA-10005658,BNA,CustomerNameA-10005658,CustomerNameA-10005658,0180552,,,2020-03-07T03:33:32.771Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-203239,CustomerNameA-203239,BNA,CustomerNameA-203239,CustomerNameA-203239,0012593,,,2020-03-07T03:33:32.781Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-204463,CustomerNameA-204463,BNA,CustomerNameA-204463,CustomerNameA-204463,0012593,,,2020-03-07T03:33:32.787Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-WINEND40,CustomerNameA-WINEND40,BNA,CustomerNameA-WINEND40,CustomerNameA-WINEND40,0026001,,,2020-03-07T03:33:32.808Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-026460,CustomerNameCUR-026460,BNA,CustomerNameCUR-026460,CustomerNameCUR-026460,0135636,,,2020-03-07T03:33:32.836Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-028198,CustomerNameCUR-028198,BNA,CustomerNameCUR-028198,CustomerNameCUR-028198,0128380,,,2019-11-29T12:03:47.469Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-028855,CustomerNameCUR-028855,BNA,CustomerNameCUR-028855,CustomerNameCUR-028855,0139945,,,2020-03-07T03:33:32.841Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-033417,CustomerNameCUR-033417,BNA,CustomerNameCUR-033417,CustomerNameCUR-033417,0174582,,,2019-11-29T12:03:47.485Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-033912,CustomerNameCUR-033912,BNA,CustomerNameCUR-033912,CustomerNameCUR-033912,0177547,,,2020-03-07T03:33:32.859Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1287850,CustomerNamePPD1287850,BNA,CustomerNamePPD1287850,CustomerNamePPD1287850,0026001,,,2020-03-07T03:33:32.874Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1793209,CustomerNamePPD1793209,BNA,CustomerNamePPD1793209,CustomerNamePPD1793209,0079322,,,2020-03-07T03:33:32.877Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1848127,CustomerNamePPD1848127,BNA,CustomerNamePPD1848127,CustomerNamePPD1848127,0114793,,,2020-03-07T03:33:32.878Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0005090,CustomerName0005090,BNA,CustomerName0005090,CustomerName0005090,0005090,,,2020-03-07T03:33:32.422Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0005414,CustomerName0005414,BNA,CustomerName0005414,CustomerName0005414,0005414,,,2020-03-07T03:33:32.423Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0010000111,CustomerName0010000111,BNA,CustomerName0010000111,CustomerName0010000111,0045153,,,2020-03-07T03:33:32.417Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000724,CustomerName0010000724,BNA,CustomerName0010000724,CustomerName0010000724,0023139,,,2020-03-07T03:33:32.446Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002795,CustomerName0010002795,BNA,CustomerName0010002795,CustomerName0010002795,0061455,,,2020-03-07T03:33:32.543Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002957,CustomerName0010002957,BNA,CustomerName0010002957,CustomerName0010002957,0154855,,,2020-03-07T03:33:32.551Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003730,CustomerName0010003730,BNA,CustomerName0010003730,CustomerName0010003730,0083309,,,2020-03-07T03:33:32.610Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003848,CustomerName0010003848,BNA,CustomerName0010003848,CustomerName0010003848,0060177,,,2020-03-07T03:33:32.619Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004621,CustomerName0010004621,BNA,CustomerName0010004621,CustomerName0010004621,0177853,,,2020-03-07T03:33:32.672Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004739,CustomerName0010004739,BNA,CustomerName0010004739,CustomerName0010004739,0098317,,,2020-03-07T03:33:32.675Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010013649,CustomerName0010013649,BNA,CustomerName0010013649,CustomerName0010013649,0184688,,,2020-03-07T03:33:32.732Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0012209,CustomerName0012209,BNA,CustomerName0012209,CustomerName0012209,0012209,,,2020-03-07T03:33:32.435Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0013884,CustomerName0013884,BNA,CustomerName0013884,CustomerName0013884,0013884,,,2020-03-07T03:33:32.438Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0052359,CustomerName0052359,BNA,CustomerName0052359,CustomerName0052359,0052359,,,2020-03-07T03:33:32.499Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0116844,CustomerName0116844,BNA,CustomerName0116844,CustomerName0116844,0116844,,,2020-03-07T03:33:32.552Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0128427,CustomerName0128427,BNA,CustomerName0128427,CustomerName0128427,0128427,,,2020-03-07T03:33:32.573Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0142683,CustomerName0142683,BNA,CustomerName0142683,CustomerName0142683,0142683,,,2020-03-07T03:33:32.610Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0142683,CustomerName0142683,BNA,CustomerName0142683,CustomerName0142683,0142683,,,2019-11-09T10:49:23.270Z,20190618010604.IF001.FULL.CUST01D.dat,20190618010604,N
0176758,CustomerName0176758,BNA,CustomerName0176758,CustomerName0176758,0176758,,,2020-03-07T03:33:32.658Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0176802,CustomerName0176802,BNA,CustomerName0176802,CustomerName0176802,0176802,,,2020-03-07T03:33:32.658Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0177982,CustomerName0177982,BNA,CustomerName0177982,CustomerName0177982,0177982,,,2020-03-07T03:33:32.666Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0180924,CustomerName0180924,BNA,CustomerName0180924,CustomerName0180924,0180924,,,2020-03-07T03:33:32.692Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0183886,CustomerName0183886,BNA,CustomerName0183886,CustomerName0183886,0183886,,,2020-03-07T03:33:32.700Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0183930,CustomerName0183930,BNA,CustomerName0183930,CustomerName0183930,0183930,,,2020-03-07T03:33:32.700Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
A-202844,CustomerNameA-202844,BNA,CustomerNameA-202844,CustomerNameA-202844,0071058,,,2020-03-07T03:33:32.780Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-204464,CustomerNameA-204464,BNA,CustomerNameA-204464,CustomerNameA-204464,0030925,,,2019-11-29T12:03:47.397Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
A-50111,CustomerNameA-50111,BNA,CustomerNameA-50111,CustomerNameA-50111,0035506,,,2019-11-29T12:03:47.421Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-004744,CustomerNameCUR-004744,BNA,CustomerNameCUR-004744,CustomerNameCUR-004744,0001831,,,2019-11-29T12:03:47.432Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-010486,CustomerNameCUR-010486,BNA,CustomerNameCUR-010486,CustomerNameCUR-010486,0060177,,,2020-03-07T03:33:32.818Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-029134,CustomerNameCUR-029134,BNA,CustomerNameCUR-029134,CustomerNameCUR-029134,0024789,,,2020-03-07T03:33:32.842Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-033256,CustomerNameCUR-033256,BNA,CustomerNameCUR-033256,CustomerNameCUR-033256,0026001,,,2019-11-29T12:03:47.484Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
PPD4016467,CustomerNamePPD4016467,BNA,CustomerNamePPD4016467,CustomerNamePPD4016467,0061040,,,2019-11-29T12:03:47.505Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
0010002345,CustomerName0010002345,BNA,CustomerName0010002345,CustomerName0010002345,0052528,,,2020-03-07T03:33:32.483Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003236,CustomerName0010003236,BNA,CustomerName0010003236,CustomerName0010003236,0058124,,,2020-03-07T03:33:32.563Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003687,CustomerName0010003687,BNA,CustomerName0010003687,CustomerName0010003687,0177011,,,2020-03-07T03:33:32.607Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003731,CustomerName0010003731,BNA,CustomerName0010003731,CustomerName0010003731,0175246,,,2019-11-29T12:03:47.158Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
0010003849,CustomerName0010003849,BNA,CustomerName0010003849,CustomerName0010003849,0083309,,,2020-03-07T03:33:32.619Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003849,CustomerName0010003849,BNA,CustomerName0010003849,CustomerName0010003849,0083309,,,2019-11-09T10:49:23.252Z,20190618010604.IF003.FULL.CUST01D.dat,20190618010604,N
